Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
0	16.6118	19.4955	2.19296	14.8711	3.81479	9.11486	0.0228352	113.541	5.93587	6.2698	1.7431	0.45411	0.738696	0.482291	18.826	3.6083	0.50281	0.231006	9.06954	8.8852	28.1701	0.925665	68.4226	13.5707	28.9485	16.6118
1	250.036	20.6372	2.44566	12.2541	3.0674	6.45466	0.0147603	126.528	13.6028	7.21916	1.68593	0.638663	0.619385	0.445182	19.6186	2.22889	0.93024	0.0686265	9.67913	7.15465	26.3195	0.334044	45.6953	16.6249	16.7727	250.036
2	45.8992	11.2537	1.89554	14.4291	5.45259	10.8133	0.00891338	67.4372	10.4485	3.22675	2.9818	0.687719	0.734434	0.229841	18.034	3.60592	0.524034	0.277744	6.85205	8.12573	32.8243	1.26471	39.8362	8.34213	9.1104	45.8992
3	10.7521	9.7416	3.07034	11.6919	3.89734	12.1653	0.00584172	91.8247	8.62993	6.31588	2.12959	0.343981	0.809335	0.377501	19.2495	5.36804	0.198644	0.13848	10.2742	9.96297	32.7132	0.784379	61.9168	7.76425	9.04664	10.7521
4	1008.41	15.2149	3.36257	8.82767	2.82397	9.09086	0.0142191	98.3194	6.34134	6.18198	1.62728	0.461248	0.635823	0.810245	18.436	3.86981	0.521736	0.24639	2.28453	2.16603	21.1043	1.60027	59.212	8.57277	10.0969	1008.41
5	5432.53	20.2661	3.4523	17.012	2.43101	8.44534	0.00831577	124.629	2.37503	3.99135	2.00037	0.370247	0.617261	0.359553	16.9228	2.92384	0.591746	0.150441	5.85435	5.57398	40.1795	1.03967	84.5909	19.9334	11.5149	5432.53
6	3616.74	9.38134	3.78605	19.4664	2.24642	7.1468	0.00980589	100.581	4.96206	5.73628	1.12701	0.359429	0.600947	0.354745	19.9751	4.1037	0.700685	0.19116	7.05583	6.34715	43.9935	0.806674	84.1836	10.9017	14.4481	3616.74
7	717.54	20.0696	2.30194	12.2742	3.03417	12.6015	0.0099037	76.1763	8.85685	4.23734	1.69247	0.731628	0.868764	0.742193	18.0551	3.26538	0.266181	0.179355	6.86264	8.35229	42.5786	1.3318	72.1049	13.9716	13.9392	717.54
8	6.23713	12.4624	1.60101	13.5736	2.55826	7.04929	0.0105439	61.4536	6.80275	3.86476	1.71979	0.522957	0.689121	0.426393	19.7984	5.02074	0.866219	0.187135	2.3748	2.20595	34.9611	1.2008	34.5737	8.20848	10.8217	6.23713
9	64.921	18.8315	3.72798	9.2398	3.67005	10.2906	0.00565996	98.7884	6.57773	10.5254	1.82665	0.496793	0.822892	0.218801	20.2059	4.3931	0.0845113	0.18739	6.60215	5.62664	38.8479	0.847566	68.9561	29.2963	33.5401	64.921
10	280.308	14.2518	3.08296	12.4674	3.79935	8.44351	0.0164924	114.855	9.66206	6.12895	1.76725	0.692669	0.756963	0.766647	16.9199	2.22012	0.226561	0.143436	11.9011	9.32795	36.2049	0.435596	64.8485	5.04435	11.3974	280.308
11	7176.77	8.01274	3.80651	18.1589	3.54807	8.87773	0.0130979	100.936	4.21393	8.81881	2.05346	0.777472	0.856287	0.551154	20.471	4.05392	0.448137	0.054891	8.75601	10.99	47.6226	1.24083	75.7265	23.5109	9.43873	7176.77
12	5111.55	9.9638	3.57183	16.9932	3.2606	7.34407	0.0120135	79.2254	9.88166	10.8796	2.23605	0.613354	0.708305	0.79483	16.3743	5.36386	0.49344	0.052327	7.67083	7.74274	39.7914	1.26287	77.3925	7.55797	18.8922	5111.55
13	767.802	12.9113	4.28131	10.8196	3.21769	12.311	0.0124619	81.5082	4.54212	9.76034	2.3646	0.449134	0.831858	0.497277	20.2087	3.53959	0.756423	0.076256	5.76534	3.25462	35.3189	1.30665	33.5783	12.2189	36.9125	767.802
14	204.956	18.433	1.85091	7.94746	4.39219	7.87067	0.00865893	90.496	5.74689	3.54522	2.88018	0.643732	0.820532	0.385055	16.2791	2.69678	0.598683	0.71746	12.4331	7.03525	33.4792	0.675579	51.1152	7.85031	19.0483	204.956
15	80.5702	8.79282	2.86664	13.1087	4.18426	11.0269	0.00705129	106.736	2.02689	5.83016	1.43935	0.468483	0.677499	0.535763	18.0994	3.50837	0.822671	0.39447	12.9896	9.73522	37.4824	0.642675	71.9529	5.76787	19.8727	80.5702
16	3432.51	19.5386	2.15472	9.49464	2.94794	5.43024	0.00284945	63.5708	1.98479	9.57198	2.02389	0.408792	0.671931	0.0140895	16.8407	4.12993	0.72792	0.0621013	2.96785	5.73465	19.198	0.835316	81.5548	6.19692	12.5508	3432.51
17	70.1949	18.2703	2.61095	10.7539	3.37508	8.18067	0.0104158	114.801	7.60123	5.21619	2.87009	0.507083	0.706142	0.575405	19.8307	4.48201	0.41193	0.527425	2.80247	5.66828	21.8812	0.60043	71.2301	34.278	10.8159	70.1949
18	2039.21	11.4176	2.4864	15.141	2.86462	7.45123	0.0173532	134.624	3.01707	5.27335	2.07019	0.485384	0.753451	0.188016	19.7127	4.85011	0.393026	0.482062	6.6254	3.41814	47.5312	1.25788	57.7275	23.2274	19.6921	2039.21
19	1696.92	13.5859	2.94212	19.577	4.31887	16.2372	0.00410901	106.374	6.25747	9.95221	2.41932	0.546161	0.715556	0.00822734	18.7247	2.84352	0.711117	0.743732	1.10231	5.40654	26.938	0.991368	37.6107	18.0839	17.1557	1696.92
20	4483.63	10.6773	4.25924	9.7484	5.59166	21.7845	0.0162853	121.966	6.13367	8.42634	2.55889	0.736409	0.676301	0.585989	19.4109	5.15306	0.685814	0.255628	4.53351	10.5029	43.0163	0.829535	59.2708	11.2376	30.7382	4483.63
21	4113.15	11.0619	2.95952	10.1699	5.5906	7.53168	0.0362514	89.7832	7.98365	2.23757	1.49053	0.718711	0.723194	0.638769	17.5659	3.25763	0.889656	0.370805	6.24217	7.89878	50.6974	0.817689	26.9838	11.8628	8.33472	4113.15
22	54.3199	9.89649	2.02115	18.0606	3.01286	7.91822	0.01079	145.298	8.67315	10.1753	2.12626	0.520007	0.779138	0.61653	17.87	3.47085	0.523182	0.123017	10.6115	5.80086	32.723	0.445538	54.2496	36.3742	16.2008	54.3199
23	238.069	13.9729	3.33151	19.961	4.45029	8.61041	0.0257675	60.8012	3.6342	7.18018	1.13383	0.660267	0.668721	0.332817	18.3684	3.71956	0.791247	0.305778	7.16915	10.0556	27.3831	1.19868	28.6407	5.57426	13.9606	238.069
