"","2.5%","5%","10%","25%","50%","75%","90%","95%","97.5%"
"iter",42085,46990,54160,77175,118750,156500,183310,191030,196510
"GM_NInit.1.",11.6199125,16.92686,27.76066,47.680725,82.9146,155.63125,286.7282,374.77555,489.208249999999
"GM_TIsolation.1.",7.18850025,7.413924,7.921872,9.51633,12.6107,16.301225,18.9345,19.96275,20.3418725
"GM_R0.1.",2.509397,2.618045,2.82123,3.0990625,3.49444,3.87008,4.090263,4.2231005,4.335635
"GM_c0.1.",7.6925345,8.1594225,8.963163,11.008225,13.5078,16.028525,18.02971,18.874435,19.3758525
"GM_TLatent.1.",2.10735775,2.198186,2.360255,2.7303075,3.29682,3.860915,4.38868,4.7600015,5.02634725
"GM_TRecover.1.",5.0519655,5.1095675,5.205207,5.52679,6.105615,7.01642,8.097733,8.5354675,9.40290575
"GM_IFR.1.",0.00368823325,0.00444037,0.004905048,0.0065596825,0.008718055,0.01151045,0.01492068,0.01751751,0.019956135
"GM_T50Testing.1.",74.6685525,78.610335,81.71727,84.605975,88.7519,96.485725,117.3943,128.53525,139.1158
"GM_TauTesting.1.",2.26677125,3.0221195,3.452451,4.7825675,7.144735,19.305175,30.58684,35.780345,39.89047
"GM_TTestingRate.1.",2.71659375,3.1509425,4.012103,5.2405825,6.9926,8.5453775,10.29252,10.921235,11.3440125
"GM_TContactsTestingRate.1.",1.07312925,1.144894,1.284134,1.57646,1.99963,2.4757425,2.781299,2.8865265,2.95253175
"GM_FAsymp.1.",0.052206675,0.07114475,0.10053151,0.20345475,0.3160065,0.42093875,0.487895,0.53396035,0.546855125
"GM_TestingCoverage.1.",0.088292805,0.13889005,0.2117657,0.347572,0.5070405,0.68734075,0.8100853,0.8624669,0.906223925
"GM_TestSensitivity.1.",0.6099944,0.61868615,0.635958,0.6690025,0.71935,0.7712755,0.8180237,0.85213935,0.878434625
"GM_ThetaMin.1.",0.01376617,0.02154645,0.03184112,0.058485125,0.0979134,0.14754225,0.1900124,0.21643975,0.242666825
"GM_TauTheta.1.",14.9994525,15.846785,16.61801,18.334475,19.85885,21.587175,22.95442,23.896265,24.6522725
"GM_PwrTheta.1.",2.20059525,2.4860965,2.76634,3.3217875,4.01181,4.6592575,5.287168,5.683553,5.8093225
"GM_HygienePwr.1.",0.02350608,0.03053487,0.0565896,0.096711925,0.1664255,0.2423195,0.3338521,0.38243835,0.432872275
"GM_FracTraced.1.",0.0625965925,0.06847037,0.08042856,0.106495,0.1551525,0.22079625,0.2978108,0.33887855,0.38512545
"GM_TPosTest.1.",2.4353465,2.654112,3.296969,4.6203875,6.445555,8.5237825,10.41056,11.27729,11.9179775
"GM_TFatalDeath.1.",2.725424,3.1939195,3.967424,5.2772825,7.323135,10.008,11.8467,12.86471,13.3508625
"GM_TauS.1.",18.4613725,20.243095,22.6248,25.799,29.67635,33.421225,37.27821,39.051245,41.2944225
"GM_rMax.1.",0.76961345,0.81041375,0.8745693,1.013225,1.151315,1.2963875,1.442291,1.509906,1.54766625
"GM_TauR.1.",7.51216525,11.29347,14.74233,20.736775,27.8129,34.92425,41.66105,46.35654,51.70411
"alpha_Pos.1.",2.9707065,3.1870335,3.606356,4.31657,5.49382,7.0050325,8.631933,9.9130555,11.63802
"alpha_Death.1.",0.186686475,0.2373567,0.2943262,0.47963225,1.038685,3.38856,13.24567,23.99521,30.70524
"LnPrior",-55.1451965,-53.9039575,-52.980571,-51.3222225,-49.537755,-47.8452175,-46.548547,-45.9570685,-45.15994725
"LnData",-286.9218775,-285.71602,-284.14186,-282.073575,-279.78715,-278.1249,-276.94824,-276.18816,-275.6225975
"LnPosterior",-338.246165,-337.136545,-335.35794,-332.333325,-329.83175,-327.066925,-325.38351,-324.645635,-323.6483725
