"","2.5%","5%","10%","25%","50%","75%","90%","95%","97.5%"
"iter",42085,46990,54160,77175,118750,156500,183310,191030,196510
"GM_NInit.1.",59.5611575,76.568415,103.8776,173.74575,301.1425,526.17725,761.4899,1004.85,1374.3405
"GM_TIsolation.1.",7.3493355,7.514544,7.952359,9.552415,12.10505,15.65375,18.47318,19.431355,20.32791
"GM_R0.1.",2.88151025,2.959224,3.185825,3.503185,3.787945,4.0925275,4.307966,4.403139,4.45359775
"GM_c0.1.",7.50189775,7.952619,8.76296,10.55755,13.22215,16.172325,18.00298,18.82572,19.1814175
"GM_TLatent.1.",2.174401,2.382393,2.604421,3.0788275,3.72359,4.240795,4.804553,5.31740049999999,5.740267
"GM_TRecover.1.",5.0378615,5.069713,5.133703,5.3710275,5.894595,6.6531125,7.4946,7.965032,8.58057325
"GM_IFR.1.",0.0057908365,0.0063768825,0.007108021,0.008291215,0.00990161,0.01161965,0.01299808,0.01397226,0.014753575
"GM_TStartTesting.1.",100.647175,103.56775,106.3036,111.897,118.05,124.32475,130.008,132.31825,133.8351
"GM_TauTesting.1.",9.21726475,10.07024,10.74876,11.683825,12.6842,13.397575,13.74657,13.86562,13.9200875
"GM_TTestingRate.1.",4.65275,5.035421,6.091683,7.15583,8.501405,9.7828,10.84092,11.21897,11.528235
"GM_TContactsTestingRate.1.",1.0567335,1.100589,1.214818,1.4508775,1.83972,2.33824,2.655239,2.8067205,2.87346625
"GM_TestingCoverage.1.",0.212683825,0.2209368,0.2355077,0.2825655,0.3732545,0.46895825,0.5959706,0.64551595,0.6841986
"GM_TestSensitivity.1.",0.613633225,0.61882715,0.6333073,0.66604775,0.7151085,0.770416,0.8291129,0.8599218,0.887028525
"GM_ThetaMin.1.",0.223048175,0.2384373,0.2562062,0.29164925,0.3346045,0.39224325,0.4528776,0.47738345,0.5052953
"GM_TauTheta.1.",17.55495,18.133015,18.78198,19.89845,21.0714,21.990725,22.822,23.170185,23.32749
"GM_PwrTheta.1.",2.90680175,3.024371,3.156686,3.669545,4.426555,5.281755,6.066095,6.373771,6.57979925
"GM_HygienePwr.1.",0.0365074625,0.057087575,0.08391118,0.14078475,0.2307965,0.3329135,0.4375818,0.5193999,0.56951805
"GM_FracTraced.1.",0.07545601,0.08770169,0.1019238,0.13569475,0.1788615,0.226422,0.2806192,0.32386,0.3624686
"GM_TPosTest.1.",1.2426575,1.372437,1.588563,2.071075,2.88319,4.02765,5.118479,6.543607,7.96516374999999
"GM_TFatalDeath.1.",6.7619405,7.5894855,8.635452,9.93937,11.2161,12.605575,13.39704,13.68449,13.8608075
"GM_TauS.1.",41.0024925,43.116475,45.43444,49.432975,54.40815,58.83325,62.29456,64.82188,66.7580975
"GM_rMax.1.",0.3813766,0.4103767,0.4450616,0.498463,0.5648965,0.61537325,0.6390579,0.64788595,0.6517767
"GM_TauR.1.",27.8795125,30.70067,33.49245,40.017575,48.77915,54.105625,60.65492,63.717205,65.8653875
"alpha_Pos.1.",4.004652,4.0086105,4.02731,4.090145,4.218385,4.3947,4.62133,4.77436,5.02959025
"alpha_Death.1.",8.44576925,8.779762,9.453349,11.05555,14.67895,22.2761,29.81855,33.18227,36.7502175
"LnPrior",-54.3228055,-53.698675,-52.604051,-51.2157825,-49.514675,-47.9043225,-46.4812,-45.848425,-45.3540785
"LnData",-979.4183625,-978.0849,-975.69188,-972.97175,-970.3733,-967.987325,-965.68773,-964.7491,-963.9462075
"LnPosterior",-1027.11115,-1025.49025,-1024.3362,-1022.1765,-1019.857,-1018.33325,-1016.7735,-1015.5895,-1015.044475
