Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
0	16.6118	19.4955	2.19296	14.8711	3.81479	9.11486	0.0228352	113.541	5.93587	6.2698	1.7431	0.45411	0.738696	0.454224	18.6242	3.71016	0.50281	0.231006	9.06954	8.8852	34.2191	0.406955	48.6609	13.5707	28.9485	16.6118
1	250.036	20.6372	2.44566	12.2541	3.0674	6.45466	0.0147603	126.528	13.6028	7.21916	1.68593	0.638663	0.619385	0.42071	15.3116	4.82834	0.136359	0.37813	7.15465	2.77081	31.9856	0.222637	37.9052	16.6249	16.7727	250.036
2	45.8992	11.2537	1.89554	14.4291	5.45259	10.8133	0.00891338	67.4372	10.4485	3.22675	2.9818	0.687719	0.734434	0.226236	17.7079	3.7087	0.524034	0.277744	6.85205	8.12573	39.8363	0.512583	35.1324	8.34213	9.1104	45.8992
3	10.7521	9.7416	3.07034	11.6919	3.89734	12.1653	0.00584172	91.8247	8.62993	6.31588	2.12959	0.343981	0.809335	0.359588	19.1142	4.78901	0.198644	0.13848	10.2742	9.96297	39.7021	0.197391	45.8341	12.6164	20.4447	10.7521
4	383.748	20.0509	2.73766	10.3021	4.27417	7.12948	0.00442567	82.9477	8.5235	7.83194	1.43674	0.45609	0.604228	0.047687	16.0689	3.51851	0.441853	0.170077	3.66117	2.28453	63.2835	0.343885	54.4525	8.57277	10.0969	383.748
5	5105.93	11.2712	3.52588	11.6696	5.15429	5.35214	0.00499002	90.1036	5.05371	4.51782	1.21626	0.314437	0.626727	0.113961	18.0472	3.58164	0.599002	0.3503	13.033	10.3079	48.8709	0.422904	26.8702	19.1056	23.0427	5105.93
6	17.6369	11.9345	2.01041	14.7635	3.32069	8.42992	0.00614356	84.4278	5.48268	4.0284	1.98755	0.441663	0.602922	0.142157	16.547	5.05597	0.422443	0.460089	6.33437	1.76629	36.5678	0.226886	52.5583	4.24766	17.4799	17.6369
7	4158.63	10.2399	2.18171	18.7907	5.68764	16.3335	0.00936468	70.0471	5.56267	5.55809	2.93879	0.602093	0.697141	0.466372	18.5778	4.48558	0.250981	0.0788157	7.57937	2.57686	39.6698	0.228929	45.2439	9.16123	25.9919	4158.63
8	90.1407	18.4175	3.43444	10.9107	3.95838	12.3519	0.0565991	98.1754	9.67843	3.51527	1.62441	0.714376	0.806151	0.44757	16.5689	3.76703	0.338049	0.247236	3.96894	8.05419	32.7776	0.383001	45.0292	23.5462	8.5314	90.1407
9	484.082	13.3886	3.0976	10.2382	5.1659	12.6972	0.0117655	86.8044	6.39806	5.7482	2.55753	0.677471	0.670965	0.0749742	18.9082	5.06995	0.506101	0.139985	4.33181	11.9011	44.3989	0.419302	37.0955	32.7969	28.4748	484.082
10	1214.23	7.81926	3.56762	18.811	5.03178	8.32568	0.00815871	101.68	8.09361	4.21393	2.05346	0.621254	0.838736	0.516414	17.7964	4.70293	0.454275	0.643503	13.8074	10.1212	56.2	0.317008	48.6156	4.29175	32.1295	1214.23
11	5111.55	9.9638	3.57183	16.9932	3.2606	7.34407	0.0120135	79.2254	9.88166	10.8796	2.23605	0.613354	0.708305	0.736478	15.7879	4.78645	0.49344	0.052327	7.67083	7.74274	48.2448	0.51201	52.9059	7.55797	18.8922	5111.55
12	767.802	12.9113	4.28131	10.8196	3.21769	12.311	0.0124619	81.5082	4.54212	9.76034	2.3646	0.449134	0.831858	0.467758	17.0961	4.32879	0.756423	0.246905	2.13517	5.76534	42.8469	0.525648	32.1708	12.2189	36.9125	767.802
13	204.956	18.433	1.85091	7.94746	4.39219	7.87067	0.00865893	90.496	5.74689	3.54522	2.88018	0.643732	0.820532	0.36641	15.6778	3.15132	0.598683	0.71746	12.4331	7.03525	40.6266	0.329041	57.5664	7.85031	19.0483	204.956
14	330.48	11.933	2.63362	13.1087	4.18426	11.0269	0.00705129	106.736	2.02689	5.83016	1.43935	0.468483	0.677499	0.502515	17.7836	3.64889	0.822671	0.39447	12.9896	9.73522	45.4581	0.31879	50.3316	5.76787	19.8727	330.48
15	3432.51	19.5386	2.15472	9.49464	2.94794	5.43024	0.00284945	63.5708	1.98479	9.57198	2.02389	0.408792	0.671931	0.0313909	16.3275	4.02996	0.72792	0.0621013	2.96785	5.73465	39.9517	0.475368	39.0259	28.614	34.0115	3432.51
16	140.121	10.7924	3.15162	15.1757	3.55077	7.76171	0.00709434	91.7631	3.36862	9.48014	1.14121	0.463877	0.740847	0.415251	18.0087	4.47918	0.485502	0.191193	3.03717	2.80247	34.3378	0.242726	27.1714	22.8845	38.4695	140.121
17	384.429	13.5125	3.14138	8.39942	3.46974	11.896	0.00455216	68.232	9.38561	11.4624	1.00826	0.234472	0.642445	0.527559	17.7706	4.456	0.674771	0.130496	1.58316	13.4977	37.4891	0.217118	31.0909	17.7141	24.4835	384.429
18	618.382	16.2028	3.07914	17.1289	4.054	5.27366	0.0248872	99.566	10.5864	3.15059	1.00111	0.60916	0.675249	0.636288	18.3085	3.24802	0.387594	0.427789	10.7959	5.65248	42.0701	0.311711	41.1799	4.95323	10.3963	618.382
19	2732.32	14.3788	2.09145	16.2582	5.74262	6.37581	0.00766514	70.4904	11.775	9.1107	2.79107	0.713107	0.641555	0.522675	17.4805	4.51187	0.73332	0.432702	9.14365	3.26467	48.8448	0.275378	52.7316	13.6847	33.7051	2732.32
20	715.754	11.4588	3.68093	19.1926	4.61417	7.17814	0.00175815	92.2894	5.30194	11.7718	1.99836	0.360177	0.732788	0.0052773	15.0902	4.90156	0.401581	0.103114	8.22091	12.2655	32.7979	0.26904	52.5404	7.44349	9.78984	715.754
21	395.344	17.9582	2.85568	13.2907	2.52608	5.98739	0.00732592	89.2089	3.94749	2.58711	2.95505	0.274653	0.801212	0.176996	16.881	4.11743	0.590049	0.103373	7.50259	12.1151	48.7218	0.334159	40.1691	26.2004	24.2842	395.344
22	94.8259	11.8818	3.36816	11.6446	4.07957	7.36998	0.00783569	71.3011	6.77821	8.65238	2.25834	0.610643	0.83922	0.511918	17.2469	5.11835	0.257883	0.127336	7.16915	10.0556	33.2693	0.492013	29.8341	5.57426	13.9606	94.8259
23	100.006	12.233	2.97593	10.8968	4.2435	13.7254	0.0142736	80.3323	2.2653	8.38617	2.83805	0.655409	0.736873	0.243323	18.4303	4.10661	0.540516	0.335865	5.00404	5.36856	38.6361	0.458571	46.1859	5.69384	12.5114	100.006
24	3267.35	16.7619	2.4933	12.0107	2.87835	25.7953	0.0138128	113.772	3.16386	6.17711	2.24288	0.531463	0.75145	0.487588	19.1683	3.23099	0.863268	0.352121	12.2798	9.00168	59.255	0.385993	46.1974	18.923	18.7721	3267.35
25	32	19.8473	3.7704	17.441	3.4444	10.4513	0.00832862	102.972	9.14049	6.33565	2.20515	0.754478	0.852898	0.560614	17.9118	4.60665	0.278652	0.154052	6.33309	11.4362	46.975	0.393737	30.9564	19.3161	22.5524	32
26	5515.31	18.5512	3.67588	10.8917	4.57252	9.15367	0.0121282	61.5705	9.16975	5.93755	2.95764	0.481144	0.693902	0.59929	19.0643	4.71205	0.545803	0.112577	11.9247	11.7236	45.9312	0.513373	33.8047	18.5349	12.4589	5515.31
27	4839.37	7.93732	2.56675	16.3773	5.05296	6.46168	0.0139768	61.9612	8.13822	5.23775	1.47865	0.78636	0.799378	0.259156	16.578	4.00025	0.616735	0.27187	8.46829	5.61103	34.1704	0.312532	49.2379	26.0224	35.5521	4839.37
28	78.6922	14.0726	3.74908	14.9222	3.96252	12.5949	0.0116957	67.6982	9.19793	4.88334	1.07397	0.524466	0.762683	0.498877	16.4288	3.35204	0.465169	0.234557	7.49635	11.9219	51.111	0.363764	57.4164	27.518	29.7796	78.6922
29	3821.38	7.94724	3.46281	17.8391	2.77465	11.1037	0.0138189	80.2031	7.99272	5.50305	2.25008	0.250386	0.883555	0.676683	18.9678	4.89124	0.818188	0.351654	2.00114	7.56769	51.1143	0.385074	50.7694	29.9183	11.76	3821.38
30	1403.35	8.52027	3.34638	16.4707	3.10199	6.59898	0.029005	130.988	8.18814	2.50137	2.1313	0.555088	0.640142	0.556593	17.2511	3.75578	0.348795	0.140955	12.2339	6.20655	38.1094	0.308827	55.8147	37.7987	30.9265	1403.35
31	328.472	11.2435	3.51552	18.3457	4.38112	12.4816	0.00218153	117.159	10.9467	5.02105	2.23523	0.258612	0.650504	0.0617428	16.8357	3.82478	0.938115	0.323774	4.0799	7.49527	57.5033	0.193868	38.0751	17.5414	10.5226	328.472
32	3354.1	14.6821	3.23668	16.6951	4.93108	15.4539	0.0188829	96.2143	6.64257	3.97738	2.42972	0.291886	0.785168	0.463001	17.3842	4.35464	0.905028	0.202261	8.0224	8.48435	49.4404	0.393311	53.5873	4.11179	10.9656	3354.1
33	836.008	15.9113	4.02477	14.9757	3.05634	10.2669	0.0125297	107.501	9.05964	4.91969	1.91412	0.50732	0.772229	0.634856	18.7229	4.43462	0.603355	0.547983	2.02906	6.0238	36.026	0.349538	49.3304	13.5485	33.6891	836.008
34	1645.1	20.4255	3.32465	8.33446	3.82249	10.0497	0.00726321	84.0328	10.2318	8.1573	2.63314	0.369567	0.711221	0.340139	15.7734	4.15978	0.135398	0.410635	2.78531	1.42816	33.4635	0.490135	44.2405	32.0646	37.2679	1645.1
35	137.251	8.69751	3.48671	15.4266	3.21919	15.1226	0.0149777	80.1112	7.59749	6.1545	1.81493	0.5338	0.649063	0.729159	15.8087	4.39646	0.057359	0.590552	12.0371	2.58903	44.7437	0.563069	43.0492	27.7101	21.291	137.251
36	4855.25	17.4339	4.41963	14.6311	3.9788	7.10719	0.0250511	75.3478	4.4732	4.3133	2.87999	0.590645	0.69674	0.152974	18.8715	3.66249	0.753927	0.153414	12.8938	3.04976	41.1286	0.241283	58.1568	9.20568	8.83228	4855.25
37	9.7477	20.5265	3.3203	16.0029	4.40606	12.3912	0.0181748	75.6866	7.24754	4.7221	1.1424	0.664714	0.722211	0.358249	17.1461	4.84422	0.598284	0.122008	3.38274	3.92849	59.764	0.559038	39.0048	8.21269	36.1315	9.7477
38	3167.33	8.96634	3.34727	13.4928	6.7362	10.0599	0.0169681	106.389	9.8214	8.06207	2.61022	0.600712	0.724534	0.287339	17.8931	3.28313	0.0553736	0.0878528	7.50563	10.6112	35.5732	0.345448	56.0891	35.0386	14.4261	3167.33
39	1555.24	13.7773	3.84803	15.2037	3.48572	10.4388	0.0119259	103.162	7.5974	10.0603	1.11871	0.602249	0.801438	0.411748	17.8835	3.29912	0.487308	0.856843	2.72357	6.24364	34.152	0.410975	38.3642	24.9236	8.02954	1555.24
40	5489.48	12.0631	2.17067	7.35608	5.74639	9.69378	0.0126901	85.8279	4.56144	2.51874	2.93337	0.630904	0.756767	0.476645	17.6186	3.19684	0.488496	0.311919	9.82902	11.4551	55.2036	0.3382	30.0928	24.4042	12.6001	5489.48
