Level	Simulation	Output_Var	Time	Data	Prediction
1_1	1	N_pos	79	60	51.85
1_1	1	N_pos	80	51	67.7674
1_1	1	N_pos	81	110	87.4549
1_1	1	N_pos	82	30	111.363
1_1	1	N_pos	83	18	139.844
1_1	1	N_pos	84	58	173.108
1_1	1	N_pos	85	564	211.171
1_1	1	N_pos	86	422	253.829
1_1	1	N_pos	87	335	300.641
1_1	1	N_pos	88	321	350.949
1_1	1	N_pos	89	500	403.9
1_1	1	N_pos	90	325	458.49
1_1	1	N_pos	91	389	513.651
1_1	1	N_pos	92	731	568.347
1_1	1	N_pos	93	672	621.514
1_1	1	N_pos	94	661	672.244
1_1	1	N_pos	95	780	719.76
1_1	1	N_pos	96	702	763.404
1_1	1	N_pos	97	464	802.71
1_1	1	N_pos	98	986	837.333
1_1	1	N_pos	99	1091	867.089
1_1	1	N_pos	100	877	891.934
1_1	1	N_pos	101	1441	911.923
1_1	1	N_pos	102	890	927.217
1_1	1	N_pos	103	923	938.451
1_1	1	N_pos	104	422	946.367
1_1	1	N_pos	105	718	951.49
1_1	1	N_pos	106	868	954.122
1_1	1	N_pos	107	963	954.573
1_1	1	N_pos	108	916	953.147
1_1	1	N_pos	109	889	950.324
1_1	1	N_pos	110	663	946.555
1_1	1	N_pos	111	535	942.178
1_1	1	N_pos	112	738	937.455
1_1	1	N_pos	113	873	932.607
1_1	1	N_pos	114	875	927.821
1_1	1	N_pos	115	862	923.262
1_1	1	N_pos	116	967	919.018
1_1	1	N_pos	117	858	915.241
1_1	1	N_pos	118	666	912.006
1_1	1	N_pos	119	874	909.399
1_1	1	N_pos	120	883	907.488
1_1	1	N_pos	121	1033	906.321
1_1	1	N_pos	122	1142	905.959
1_1	1	N_pos	123	1293	906.443
1_1	1	N_pos	124	1026	907.817
1_1	1	N_pos	125	784	910.128
1_1	1	N_pos	126	1037	913.382
1_1	1	N_pos	127	1053	917.622
1_1	1	N_pos	128	968	922.889
1_1	1	N_pos	129	1219	929.225
1_1	1	N_pos	130	1251	936.639
1_1	1	N_pos	131	1009	945.185
1_1	1	N_pos	132	1000	954.898
1_1	1	N_pos	133	1179	965.808
1_1	1	N_pos	134	1355	977.97
1_1	1	N_pos	135	1448	991.416
1_1	1	N_pos	136	1347	1006.21
1_1	1	N_pos	137	1801	1022.4
1_1	1	N_pos	138	785	1040.03
1_1	1	N_pos	139	909	1059.18
1_1	1	N_pos	140	1219	1079.91
1_1	1	N_pos	141	1411	1102.3
1_1	1	N_pos	142	945	1126.43
1_1	1	N_pos	143	1181	1152.41
1_1	1	N_pos	144	1060	1180.26
1_1	1	N_pos	145	839	1210.16
1_1	1	N_pos	146	623	1242.22
1_1	1	N_pos	147	589	1276.24
1_1	1	N_pos	148	1361	1311.63
1_1	1	N_pos	149	1855	1348.2
1_1	1	N_pos	150	1230	1385.97
1_1	1	N_pos	151	1332	1425.07
1_1	1	N_pos	152	1949	1465.62
1_1	1	N_pos	153	593	1507.55
1_1	1	N_pos	154	1688	1550.72
1_1	1	N_pos	155	1703	1595.06
1_1	1	N_pos	156	1649	1640.52
1_1	1	N_pos	157	1693	1687.12
1_1	1	N_pos	158	1940	1734.89
1_1	1	N_pos	159	1425	1783.78
1_1	1	N_pos	160	638	1833.84
1_1	1	N_pos	161	1637	1885.09
1_1	1	N_pos	162	2504	1937.58
1_1	1	N_pos	163	1826	1991.23
1_1	1	N_pos	164	2097	2046.14
1_1	1	N_pos	165	2331	2102.3
1_1	1	N_pos	166	1843	2159.72
1_1	1	N_pos	167	1254	2218.42
1_1	1	N_pos	168	4098	2278.4
1_1	1	N_pos	169	3129	2339.68
1_1	1	N_pos	170	3516	2402.29
1_1	1	N_pos	171	3454	2466.19
1_1	1	N_pos	172	4430	2531.43
1_1	1	N_pos	173	-1	2597.99
1_1	1	N_pos	174	-1	2665.9
1_1	1	N_pos	175	-1	2735.14
1_1	1	N_pos	176	-1	2805.73
1_1	1	N_pos	177	-1	2877.67
1_1	1	N_pos	178	-1	2950.97
1_1	1	N_pos	179	-1	3025.59
1_1	1	N_pos	180	-1	3101.55
1_1	1	N_pos	181	-1	3178.86
1_1	1	N_pos	182	-1	3257.48
1_1	1	N_pos	183	-1	3337.44
1_1	1	N_pos	184	-1	3418.69
1_1	1	N_pos	185	-1	3501.23
1_1	1	N_pos	186	-1	3585.09
1_1	1	N_pos	187	-1	3670.14
1_1	1	N_pos	188	-1	3756.46
1_1	1	N_pos	189	-1	3844
1_1	1	N_pos	190	-1	3932.74
1_1	1	N_pos	191	-1	4022.67
1_1	1	N_pos	192	-1	4113.69
1_1	1	N_pos	193	-1	4205.83
1_1	1	N_pos	194	-1	4299.05
1_1	1	N_pos	195	-1	4393.31
1_1	1	N_pos	196	-1	4488.55
1_1	1	N_pos	197	-1	4584.76
1_1	1	N_pos	198	-1	4681.86
1_1	1	N_pos	199	-1	4779.82
1_1	1	N_pos	200	-1	4878.61
1_1	1	N_pos	201	-1	4978.14
1_1	1	N_pos	202	-1	5078.37
1_1	1	N_pos	203	-1	5179.28
1_1	1	N_pos	204	-1	5280.73
1_1	1	N_pos	205	-1	5382.72
1_1	1	N_pos	206	-1	5485.2
1_1	1	N_pos	207	-1	5588.04
1_1	1	N_pos	208	-1	5691.21

1_1	1	p_N_pos	79		0.882704
1_1	1	p_N_pos	80		0.907712
1_1	1	p_N_pos	81		0.926971
1_1	1	p_N_pos	82		0.941736
1_1	1	p_N_pos	83		0.953045
1_1	1	p_N_pos	84		0.961722
1_1	1	p_N_pos	85		0.968404
1_1	1	p_N_pos	86		0.973573
1_1	1	p_N_pos	87		0.977596
1_1	1	p_N_pos	88		0.980746
1_1	1	p_N_pos	89		0.983228
1_1	1	p_N_pos	90		0.985195
1_1	1	p_N_pos	91		0.986764
