Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
0	16.6118	19.4955	2.19296	14.8711	3.81479	9.11486	0.0228352	75.8007	5.9088	3.99448	2.35718	0.0857998	0.178003	0.651506	0.547819	18.4949	5.0614	0.141873	0.51497	8.92788	5.47278	24.0826	0.666632	77.9139	2.69486	39.2822	16.6118
1	9.40867	8.52073	3.36704	11.9071	3.53608	19.2549	0.00526137	97.2581	5.83049	6.70874	2.09648	0.119204	0.779437	0.624828	0.971744	15.392	2.09842	0.235905	0.0522454	8.00106	6.23936	21.4904	0.709453	27.6698	37.8771	0.119667	9.40867
2	8681.55	11.3583	3.16858	10.9843	4.15183	7.45121	0.0153161	96.1876	9.9813	6.45169	2.06519	0.258866	0.604873	0.697023	0.760961	15.9608	3.97338	0.254668	0.533463	1.74133	1.12833	39.7322	0.570388	36.1664	16.1656	2.63698	8681.55
3	2718.39	13.7836	2.63743	12.5697	4.32845	12.9781	0.00416176	62.4366	7.72474	8.52766	1.99127	0.294381	0.33567	0.707872	0.287725	18.0524	3.07756	0.383542	0.110642	3.60408	2.40367	23.3109	0.773342	51.3919	1.468	0.104744	2718.39
4	939.812	7.52009	2.74786	16.172	2.23867	7.98251	0.00523025	79.3577	12.2546	4.19639	1.82775	0.216999	0.450219	0.657889	0.810123	18.6788	3.85067	0.382236	0.095745	5.64847	3.76343	30.187	0.202766	34.7809	0.381171	2.28416	939.812
5	2902.69	8.44398	2.475	16.2831	3.20711	11.6617	0.0224668	89.8327	9.69023	8.67495	2.39504	0.166591	0.496354	0.617152	0.414015	15.7182	5.64185	0.467446	0.2198	4.92997	3.52304	29.0872	0.711555	48.4601	0.543418	0.657234	2902.69
6	172.026	12.3157	3.90408	12.2938	5.05117	10.1394	0.0355334	80.5184	6.57761	9.64608	1.73457	0.412347	0.259303	0.601899	0.744088	18.4096	2.53773	0.611144	0.818217	5.2336	3.23598	56.8986	1.00408	73.9644	0.790183	2.32358	172.026
7	1078.86	9.22736	3.53543	10.1332	3.69386	6.558	0.0106246	82.426	11.0185	4.57473	2.76111	0.173113	0.866219	0.727251	0.641524	14.0606	9.43287	0.313194	0.109757	7.89793	12.9004	21.4913	0.418001	49.9868	0.565277	27.7432	1078.86
8	150.961	13.8829	4.07887	10.3685	3.98396	16.459	0.00566991	64.3219	10.9331	4.72553	1.03374	0.37637	0.621589	0.744092	0.495031	18.9125	6.31318	0.385891	0.419848	5.78107	13.1206	58.5749	0.678678	40.1821	7.97468	0.980993	150.961
9	2834.51	14.4643	2.71449	11.5834	4.62509	13.0039	0.0152153	63.7784	9.29702	8.24261	1.2545	0.522469	0.625066	0.81622	0.67585	16.8543	4.24585	0.334897	0.653998	9.69301	6.72173	47.8315	0.387676	50.8269	0.270266	37.9044	2834.51
10	1353.87	13.7572	2.56665	14.6146	4.65076	17.3857	0.0197249	96.5047	10.9594	8.79854	1.20551	0.472736	0.267178	0.688801	0.467492	16.9715	8.04479	0.1049	0.5626	8.27549	3.02371	31.7885	0.566854	31.2002	2.59313	0.139662	1353.87
11	616.043	13.4746	2.32519	14.1173	5.2303	16.4928	0.00497705	91.7463	8.80154	6.65575	1.55269	0.326485	0.684659	0.621769	0.547654	18.1239	4.26859	0.120241	0.473066	2.27943	7.81965	30.1353	0.297496	75.6428	13.029	1.39331	616.043
12	1822.9	10.8523	3.19241	12.9101	5.50046	12.3107	0.00667404	85.5508	10.1724	3.45708	1.8225	0.346102	0.598247	0.6891	0.690006	17.3914	5.72519	0.532433	0.124208	5.95947	8.75391	41.4686	0.418461	35.8538	0.652468	0.73134	1822.9
13	27.1269	8.89351	2.64428	8.87706	3.74899	9.4944	0.0129062	98.3781	8.0323	3.71852	1.41512	0.565764	0.921078	0.695723	0.330571	17.1583	4.39397	0.466883	0.332156	11.0452	12.9896	41.7517	0.579503	27.4497	18.0752	9.40504	27.1269
14	475.174	8.33564	2.87602	16.7376	3.04451	7.52571	0.00482277	79.9305	2.48221	9.46224	1.87749	0.0447411	0.393609	0.726597	0.390693	16.4742	3.19931	0.238944	0.155589	6.55147	4.49632	50.9142	0.482969	24.5061	7.34539	12.1626	475.174
15	2289.95	11.0022	2.1049	11.2136	4.71952	9.38154	0.00394387	73.5917	7.69331	3.53892	1.29979	0.325451	0.541876	0.662943	0.429747	13.5343	5.01266	0.535779	0.369485	5.3534	3.03717	51.6711	0.222831	43.6854	1.39417	0.481979	2289.95
16	139.616	16.0882	3.80846	14.7346	4.30946	23.34	0.00528466	64.5933	8.86617	5.02462	1.30729	0.147822	0.175762	0.687772	0.206939	16.6938	7.32393	0.219443	0.566742	11.5105	6.79869	32.2212	0.263685	43.64	0.781811	4.80405	139.616
17	4180.36	15.0209	3.30467	9.77343	6.07291	16.2289	0.00493097	83.9125	9.27507	10.9462	2.09293	0.223068	0.574248	0.731887	0.178654	18.8787	5.216	0.67796	0.080505	1.10231	5.40654	26.9842	0.568997	31.3851	5.06934	1.71161	4180.36
18	4483.63	10.6773	4.25924	9.7484	5.59166	21.7845	0.0162853	101.299	10.1966	9.51318	1.34205	0.425277	0.711029	0.627981	0.576171	17.881	6.50084	0.452089	0.144641	1.9208	1.72866	40.9629	0.688899	41.6647	1.69905	0.129611	4483.63
19	9.01796	15.3582	3.93831	15.367	5.75731	19.376	0.0520905	76.1818	8.44965	5.02687	2.11717	0.193042	0.342453	0.65015	0.321453	17.5063	4.52294	0.434221	0.282099	2.52003	2.91261	26.4929	0.477805	31.7059	23.2832	38.3383	9.01796
20	33.8093	20.4878	2.02115	18.0606	3.01286	7.91822	0.01079	81.4706	3.17778	11.1003	2.32594	0.309478	0.220434	0.716073	0.374262	20.8239	1.71771	0.106348	0.123042	5.12442	2.8392	41.6726	0.406842	64.8616	6.69211	2.24778	33.8093
21	28.4336	18.5505	3.83877	11.8441	3.75829	9.36215	0.00874581	62.6377	10.5651	11.1198	2.01551	0.13241	0.47808	0.600003	0.445044	18.0296	3.68604	0.409582	0.199954	2.34424	9.64254	67.5309	0.636078	54.9947	5.52339	0.18479	28.4336
22	13.5171	12.196	2.97498	18.2114	4.42595	8.21724	0.00766937	83.9992	7.00773	6.07211	2.61406	0.296603	0.115911	0.735392	0.163218	19.2908	3.31102	0.25451	0.899186	5.18771	3.69753	60.9799	0.182828	60.3856	37.179	15.956	13.5171
23	75.3249	19.5992	3.76305	19.3453	4.4182	8.3935	0.00595093	70.7543	7.44567	6.12776	2.50279	0.343737	0.424271	0.79884	0.425239	15.1335	5.62207	0.119554	0.170094	7.5487	5.83003	41.0346	0.623559	45.0797	0.181671	9.18124	75.3249
24	94.9802	14.1857	3.41424	13.0334	4.72352	7.53352	0.0029857	91.3246	7.69109	8.08002	1.82461	0.530981	0.662525	0.682091	0.291504	15.7619	3.91569	0.175763	0.48205	5.43424	12.5446	39.7028	0.562315	50.4368	0.597974	5.88883	94.9802
25	3686.81	15.0325	3.61917	10.7885	4.59465	6.67848	0.0323625	74.0494	8.57096	10.1127	2.36422	0.386261	0.118704	0.748303	0.190147	18.226	3.61118	0.362947	0.161039	4.17126	6.8212	35.8963	0.571845	58.0794	24.0812	2.34389	3686.81
26	1882.42	8.81873	2.65321	11.1655	5.59494	11.2093	0.00465203	89.6038	10.2657	8.91417	1.10953	0.558682	0.69351	0.61922	0.0964419	18.6125	6.01102	0.399618	0.230358	13.9814	5.04426	63.0955	0.407959	50.7238	21.4345	25.8058	1882.42
27	611.273	19.0121	3.79475	14.6108	4.47659	12.1527	0.00717085	87.9065	7.94814	9.90346	2.67432	0.132454	0.564534	0.720624	0.450028	15.713	5.67505	0.466404	0.333263	7.75175	5.49913	42.1407	0.594111	34.4541	0.149331	16.2076	611.273
28	3734.93	9.35118	3.44143	19.8313	4.39605	5.44432	0.0223118	65.1626	7.65673	6.5845	2.79988	0.503312	0.0421955	0.70564	0.686303	17.1685	5.72243	0.208742	0.151454	1.90496	5.25353	29.9542	0.716411	71.2158	6.2792	18.0366	3734.93
29	4495.36	16.0601	2.92739	11.1812	5.27633	8.18993	0.0105626	86.3802	8.13774	5.02105	2.23523	0.1533	0.809997	0.726435	0.425618	17.3549	2.11737	0.102738	0.14092	3.05384	4.34163	41.414	0.703926	57.6297	0.285709	18.1781	4495.36
30	5136.24	8.24921	3.23668	16.6951	4.93108	15.4539	0.0188829	73.2132	7.62143	11.0322	1.17865	0.18178	0.678572	0.693461	0.278232	18.6409	5.52813	0.189605	0.476308	8.1173	3.96892	32.3377	0.651559	43.5934	0.323438	11.8125	5136.24
31	1014.77	11.9132	2.5431	14.8671	4.05148	10.0653	0.0198385	90.1126	13.9182	9.05964	1.91412	0.535984	0.616466	0.630656	0.680963	15.8993	6.94766	0.660044	0.06471	2.02906	6.0238	30.8663	0.461699	53.6652	2.39142	21.1084	1014.77
32	1645.1	20.4255	3.32465	8.33446	3.82249	10.0497	0.00726321	91.8228	3.88934	6.43882	2.44104	0.0706262	0.374956	0.772737	0.458944	15.3338	5.91319	0.415352	0.510307	8.12031	7.65815	27.0839	0.671203	67.053	0.793166	0.175226	1645.1
33	745.142	11.2012	2.01204	17.6173	2.92972	11.5944	0.019687	97.3351	10.5661	6.01112	2.50058	0.244104	0.228806	0.719916	0.534571	19.6462	3.8572	0.570513	0.22071	12.0371	2.58903	41.1408	0.755864	93.724	23.2612	0.799054	745.142
34	2243.52	17.4339	3.76169	14.6311	3.9788	7.10719	0.0250511	72.2674	5.53478	7.26976	1.93657	0.231505	0.519881	0.695202	0.703368	18.6557	3.18946	0.105245	0.0935141	3.56719	2.65302	35.065	0.343683	32.5469	37.7417	35.3218	2243.52
35	339.522	7.7838	2.8758	15.0064	5.59012	8.42417	0.0159378	62.5912	12.0833	4.7221	1.1424	0.344937	0.605109	0.782357	0.0820411	14.6332	2.61381	0.23871	0.983403	9.32021	6.19025	42.1614	0.595964	39.7719	3.1666	2.03338	339.522
36	45.078	19.4927	3.32612	17.7023	4.35402	12.2651	0.00893254	64.7771	11.1589	5.21727	1.99667	0.0498816	0.571112	0.729422	0.584731	17.4437	3.95846	0.243136	0.229274	1.49363	9.50961	51.3481	0.465574	67.6729	26.2386	0.344777	45.078
37	1075.53	13.3485	2.58752	19.4766	4.17286	15.0082	0.0141279	83.7307	6.972	4.24889	1.99389	0.141826	0.467499	0.87771	0.342525	18.1305	3.4458	0.369393	0.417408	8.88304	6.35673	40.9525	0.423837	79.0672	7.04557	21.8605	1075.53
38	4513.59	8.04122	3.75901	14.6267	3.97902	14.82	0.0148668	100.805	9.69953	9.3288	2.31871	0.276802	0.329587	0.835283	0.39626	19.962	4.38615	0.289967	0.418251	3.99327	3.44585	40.2781	0.42952	21.9992	5.30686	25.2395	4513.59
39	315.269	9.8291	2.44887	11.0559	2.79289	10.47	0.0155414	81.7621	8.34806	7.18471	1.89619	0.0560414	0.0861092	0.698707	0.683315	19.0144	4.27834	0.522328	0.644623	4.89738	3.43623	43.6588	0.50653	57.9085	0.937427	16.615	315.269
40	493.4	20.9605	3.38095	8.37432	4.5036	6.87639	0.0191778	81.5246	9.75143	9.9555	2.26403	0.0671632	0.226136	0.784038	0.35172	18.0335	6.62862	0.228796	0.400278	10.7773	7.16719	69.9668	0.285767	72.3648	4.31272	0.128341	493.4
41	785.154	19.872	1.98386	9.17712	5.44777	7.28975	0.0135647	68.1472	3.47263	6.29099	2.44212	0.538924	0.692795	0.89626	0.356256	17.7365	9.17494	0.268577	0.202406	2.64811	4.61265	32.2809	0.230142	57.8006	1.46983	2.22018	785.154
42	265.15	11.7686	1.82815	11.2042	3.53744	6.50227	0.0298045	95.3651	10.6673	10.5662	2.92221	0.569985	0.963421	0.851763	0.255977	17.8997	1.04505	0.0760989	0.188398	10.1264	1.62487	21.4444	0.403014	44.7222	0.144789	0.357742	265.15
43	102.176	8.16813	3.04556	17.7057	3.41726	5.50672	0.0217318	100.934	7.3213	10.8935	2.08287	0.398991	0.802502	0.733453	0.095656	17.8908	1.71923	0.42217	0.208988	2.67076	5.62347	30.4158	0.478389	54.1285	0.488677	1.66891	102.176
