"","2.5%","5%","10%","25%","50%","75%","90%","95%","97.5%"
"iter",42085,46990,54160,77175,118750,156500,183310,191030,196510
"GM_NInit.1.",180.24715,226.3264,298.7433,567.033,1193.655,2534.2625,4535.082,6056.373,7378.1805
"GM_TIsolation.1.",7.25212775,7.4875955,8.050136,9.943485,13.0411,16.209425,18.63605,19.60327,20.268675
"GM_R0.1.",1.82125925,2.002952,2.202581,2.5838775,3.039315,3.4888575,3.779897,4.0025465,4.2129505
"GM_c0.1.",7.5078205,8.076986,8.828292,10.627425,13.1875,15.465925,17.98709,18.682215,19.1488975
"GM_TLatent.1.",2.42332125,2.6554955,2.866673,3.3166275,3.930005,4.6675675,5.230633,5.516264,5.79206875
"GM_TRecover.1.",5.35252325,5.625119,6.210529,7.353605,9.193905,11.31305,13.19151,14.97409,16.6972275
"GM_IFR.1.",0.0092296245,0.010879685,0.0125143,0.016753475,0.02239375,0.029100475,0.03633509,0.03945588,0.0459728875
"GM_T50Testing.1.",76.8691625,79.206485,81.39384,84.392425,87.26875,90.39845,95.01611,98.22404,100.532675
"GM_TauTesting.1.",2.72341725,3.140544,3.574423,4.613875,6.07485,7.9353825,9.533199,10.51137,11.4727275
"GM_TTestingRate.1.",3.32411075,3.753513,4.624436,6.208905,7.888805,9.476095,10.60405,11.09927,11.4955525
"GM_TContactsTestingRate.1.",1.0959185,1.1563265,1.313995,1.563035,2.073385,2.5027525,2.735286,2.8337745,2.87968275
"GM_FAsymp.1.",0.038310105,0.064711575,0.09578393,0.1771535,0.2937125,0.411838,0.5006149,0.53253875,0.54563745
"GM_TestingCoverage.1.",0.069798415,0.096773475,0.1310752,0.23909075,0.3965965,0.59093225,0.7150025,0.7799688,0.820225725
"GM_TestSensitivity.1.",0.6044941,0.6111462,0.6246786,0.66713025,0.7148035,0.76607,0.8160989,0.84650675,0.863472875
"GM_ThetaMin.1.",0.201420625,0.22966525,0.2823931,0.35165775,0.4490845,0.56540725,0.6563881,0.73392915,0.794050175
"GM_TauTheta.1.",11.7498125,13.62251,16.27823,20.13505,24.49675,27.731875,31.11497,32.703785,33.36604
"GM_PwrTheta.1.",2.46707325,3.167966,3.63831,4.83081,6.07152,7.4550225,8.539667,9.028583,9.6580075
"GM_HygienePwr.1.",0.04973875,0.074164765,0.1087329,0.2064005,0.312324,0.4594995,0.5835684,0.637298549999999,0.70393205
"GM_FracTraced.1.",0.0718040425,0.085713455,0.1074221,0.1502685,0.2347,0.352762,0.5021933,0.58935835,0.6687734
"GM_TPosTest.1.",1.77586375,2.2036235,2.714894,3.7302425,5.43644,7.9876475,10.37249,11.66791,12.523135
"GM_TFatalDeath.1.",2.29834625,2.7198765,3.134775,4.445365,5.806455,7.852175,9.478688,10.54188,12.0460675
"GM_TauS.1.",23.2394725,24.64003,27.93271,36.712825,50.36805,65.45565,78.42131,82.95366,86.90815
"GM_rMax.1.",0.036198005,0.09455986,0.1997836,0.541646,0.959393,1.469175,1.762006,1.876671,1.93153775
"GM_TauR.1.",16.91656,19.449455,21.85911,32.8144,50.1107,67.563525,84.14755,91.48344,97.3577825
"alpha_Pos.1.",1.4904835,1.615262,1.801556,2.0788175,2.506915,2.9220025,3.267858,3.480613,3.77285525
"alpha_Death.1.",0.784604125,0.8665383,0.9370939,1.1464725,1.410975,1.752625,2.035997,2.2281825,2.403776
"LnPrior",-55.0825845,-53.9674065,-53.146303,-51.1531975,-49.58899,-48.015925,-47.006628,-46.4060495,-45.99654475
"LnData",-378.370205,-377.67229,-376.79376,-375.241375,-373.88685,-372.80685,-371.97442,-371.51036,-371.1277325
"LnPosterior",-430.3085625,-429.473315,-427.76298,-425.87105,-423.71255,-421.88955,-420.30664,-419.530625,-419.1191175
