"","2.5%","5%","10%","25%","50%","75%","90%","95%","97.5%"
"iter",42085,46990,54160,77175,118750,156500,183310,191030,196510
"GM_NInit.1.",106.6768,151.35095,253.549,478.9025,1015.32,2011.685,3820.213,5153.1245,7300.201
"GM_TIsolation.1.",7.33466,7.522595,8.156001,9.7476225,12.52465,15.9229,18.71291,19.769975,20.2828175
"GM_R0.1.",1.62856125,1.7251505,1.877634,2.19517,2.579035,3.077935,3.60759,3.805677,4.0076335
"GM_c0.1.",7.56420175,8.043137,8.778758,10.608775,13.21555,15.79735,17.72286,18.555725,18.8149575
"GM_TLatent.1.",2.4461545,2.5947415,2.786799,3.330275,4.007725,4.65206,5.406126,5.757016,5.973677
"GM_TRecover.1.",6.30747575,6.6204225,7.498225,9.06586,11.3626,15.110925,18.04293,20.151495,22.6585375
"GM_IFR.1.",0.00309784175,0.0036480195,0.00426381,0.005647805,0.00766037,0.010308375,0.01400197,0.01673623,0.0186179125
"GM_T50Testing.1.",96.92463,98.29769,99.6744,101.43975,103.4825,105.67225,108.9763,111.73945,114.480375
"GM_TauTesting.1.",4.365508,4.464079,4.639492,5.0721575,5.64893,6.7016375,8.381673,10.365415,12.159595
"GM_TTestingRate.1.",2.18855525,2.4293095,2.821201,4.0393125,5.46196,7.375955,9.292155,10.155605,10.9962125
"GM_TContactsTestingRate.1.",1.079235,1.14197,1.287776,1.552755,2.004375,2.4267275,2.764884,2.8814915,2.92340025
"GM_FAsymp.1.",0.0303428375,0.04941446,0.07388145,0.132055,0.234438,0.363432,0.4433667,0.48383995,0.516749625
"GM_TestingCoverage.1.",0.1994889,0.24077805,0.343949,0.4620495,0.6191215,0.7731555,0.8656569,0.9038369,0.928822925
"GM_TestSensitivity.1.",0.61048695,0.62153795,0.6359674,0.673476,0.725008,0.79015125,0.8455104,0.87889915,0.907783475
"GM_ThetaMin.1.",0.0892508725,0.1333739,0.1686686,0.27181975,0.385872,0.49804725,0.6075887,0.69157235,0.735356575
"GM_TauTheta.1.",9.7929535,11.492205,13.81957,17.2485,21.95855,28.07965,32.12561,33.488695,34.1199875
"GM_PwrTheta.1.",1.92714475,2.5567315,3.113395,4.6068525,5.8647,7.2363775,8.510305,9.171771,9.901766
"GM_HygienePwr.1.",0.104075325,0.14107415,0.2123341,0.3310395,0.5189605,0.693881,0.8327888,0.864691,0.895457275
"GM_FracTraced.1.",0.0769022775,0.096859345,0.1241522,0.177618,0.3136345,0.50554725,0.7142201,0.806529749999999,0.8863922
"GM_TPosTest.1.",1.61213025,2.110909,2.584089,3.7100675,5.655445,8.613325,11.6145,12.96404,13.4214825
"GM_TFatalDeath.1.",2.2937565,3.0743165,3.844336,5.295975,7.136705,9.4204075,11.35194,12.700825,13.344495
"GM_TauS.1.",3.63879475,6.9137455,11.6576,25.118475,40.3197,55.035625,66.71451,74.5369349999999,81.3079825
"GM_rMax.1.",0.076417445,0.13943985,0.2592949,0.568979,1.01734,1.4158275,1.744485,1.876865,1.93520525
"GM_TauR.1.",3.74426275,8.354382,13.26613,26.62255,44.9592,64.0232,81.00555,91.14544,94.648585
"alpha_Pos.1.",5.157614,5.457006,6.109045,7.5825875,9.268425,11.71835,13.99942,15.596945,18.5519075
"alpha_Death.1.",0.236373475,0.2707024,0.3478809,0.63789825,1.38593,3.8373775,15.41205,22.648795,29.938015
"LnPrior",-59.69383825,-58.537542,-57.513774,-55.7427025,-54.234325,-52.5588875,-51.037019,-50.2945895,-49.5373785
"LnData",-209.790935,-208.80098,-207.68492,-206.269625,-204.6957,-203.376875,-202.34916,-201.811135,-201.2535325
"LnPosterior",-266.43424,-265.043515,-263.54566,-261.28025,-258.72625,-256.745125,-254.94757,-254.154445,-253.6619325
