"","2.5%","5%","10%","25%","50%","75%","90%","95%","97.5%"
"iter",42085,46990,54160,77175,118750,156500,183310,191030,196510
"GM_NInit.1.",49.6530075,68.10569,101.93876,231.195,630.3945,1478.415,3322.881,4765.77749999999,6540.655
"GM_TIsolation.1.",7.31072075,7.646732,8.175843,9.822005,12.76365,16.00835,18.65571,19.91223,20.332315
"GM_R0.1.",2.0617785,2.1969685,2.377285,2.7210475,3.09397,3.585295,3.95232,4.177275,4.351348
"GM_c0.1.",7.561827,8.1097535,8.98049,11.074975,13.5375,16.230275,18.02364,18.90349,19.336775
"GM_TLatent.1.",2.44842375,2.612087,2.816715,3.3767475,4.079565,4.718145,5.332475,5.73507,5.965015
"GM_TRecover.1.",5.059593,5.10892,5.173713,5.50533,6.102265,6.970885,7.87309,8.385944,8.8846445
"GM_IFR.1.",0.0053310735,0.0068145585,0.008730781,0.01283645,0.0170019,0.02157865,0.02586005,0.02817822,0.0300503525
"GM_T50Testing.1.",85.96608,88.570265,90.76092,93.58955,97.28195,100.8175,103.806,104.70735,105.140725
"GM_TauTesting.1.",6.8887695,7.2833555,7.948281,8.987905,10.00531,11.29275,12.42504,13.00963,13.3112825
"GM_TTestingRate.1.",3.6942595,4.1221115,4.833962,6.0518975,7.769795,9.359765,10.66315,11.20886,11.43597
"GM_TContactsTestingRate.1.",1.06275325,1.1029105,1.228717,1.5117675,2.01711,2.4621775,2.714161,2.893837,2.94544525
"GM_FAsymp.1.",0.0396156225,0.052011475,0.07845958,0.15703825,0.285803,0.40194925,0.5015793,0.52263325,0.549559225
"GM_TestingCoverage.1.",0.03355334,0.0512075,0.08055551,0.1645925,0.329024,0.54186225,0.7016529,0.7786838,0.856163875
"GM_TestSensitivity.1.",0.608838625,0.6136444,0.6236312,0.649197,0.7022055,0.76637275,0.8203482,0.85702015,0.8794943
"GM_ThetaMin.1.",0.362759625,0.39684705,0.4283918,0.47550825,0.5476715,0.63698825,0.7177082,0.771336,0.81675585
"GM_TauTheta.1.",13.392285,13.956855,14.68621,15.697075,16.71095,17.668925,18.77382,19.327865,19.9018375
"GM_PwrTheta.1.",3.477706,3.663661,3.781342,4.070725,4.40324,4.7745675,5.056143,5.240195,5.3453685
"GM_HygienePwr.1.",0.041054315,0.055199625,0.08600304,0.1545325,0.2718045,0.3831845,0.5129839,0.57758535,0.664663299999999
"GM_FracTraced.1.",0.0708315225,0.08925158,0.1196172,0.18916,0.2897665,0.408521,0.5223784,0.56432655,0.607058725
"GM_TPosTest.1.",1.87369425,2.176542,2.638878,3.9982725,6.213015,9.1393625,11.99989,12.703535,13.1289625
"GM_TFatalDeath.1.",3.25060775,3.687097,4.414882,5.598155,6.79795,8.09467,9.054696,9.590865,10.0472725
"GM_TauS.1.",25.2696425,27.50523,31.51139,39.54595,49.4002,61.112975,71.16227,75.18492,79.25489
"GM_rMax.1.",0.0223962075,0.04141319,0.05925739,0.0898772,0.1398275,0.191395,0.2381404,0.26552705,0.2870922
"GM_TauR.1.",18.01823,20.027875,23.50112,30.706575,39.69225,48.33445,55.97207,61.664345,65.9120925
"alpha_Pos.1.",3.649822,3.8340085,4.007225,4.36998,4.968985,5.6216175,6.123734,6.495733,6.98702325
"alpha_Death.1.",4.40146125,5.0283065,5.783422,7.7555625,10.67425,15.050175,22.46984,26.003025,30.342495
"LnPrior",-52.44246925,-51.9291465,-51.145261,-49.0571775,-47.2605,-45.810735,-44.7366,-43.886334,-43.51567325
"LnData",-706.2030025,-703.987825,-703.31201,-701.553775,-699.9,-698.192175,-697.11186,-696.391325,-695.814835
"LnPosterior",-753.5609175,-752.588975,-751.42845,-749.392125,-747.14545,-745.6575,-744.09262,-743.217005,-742.41223
